INFO:root:10 | Success | https://bbc.co.uk | 2022-02-23 16:09:05.831062
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:07.543681
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:08.673735
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:09.762677
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:10.972260
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:12.025174
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:13.117811
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:14.158303
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:15.166982
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:16.213105
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:17.344262
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:18.382224
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:19.498126
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:20.776904
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:21.963449
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:23.072046
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:24.205030
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:25.331060
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:26.338498
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:27.346592
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:28.416419
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:29.536203
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:30.762764
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:31.893958
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:32.922540
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:33.929869
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:35.096476
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:36.189194
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:37.218121
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:38.253585
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:39.248301
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:40.237511
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:41.303821
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:42.298208
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:43.327577
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:44.338572
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:45.409650
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:46.659901
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:47.847153
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:48.882219
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:50.009408
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:51.125269
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:52.158166
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:53.280162
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:54.407187
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:55.621662
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:56.630643
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:57.686933
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:58.714343
INFO:root:10 | Success | http://google.com | 2022-02-23 18:57:59.706818
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:00.764220
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:01.882240
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:02.895665
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:04.095617
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:05.256653
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:06.383704
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:07.133105
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:08.225360
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:09.361585
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:10.474008
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:11.598513
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:12.722926
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:13.861748
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:14.878553
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:15.903948
INFO:root:10 | Success | http://google.com | 2022-02-23 18:58:17.048565
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:33.151081
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:33.468038
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:33.797995
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:34.112977
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:34.459799
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:34.810317
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:35.136374
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:35.468974
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:35.771594
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:36.079002
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:36.439940
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:36.759577
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:37.075890
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:37.405293
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:37.716252
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:38.025102
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:38.343427
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:38.661582
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:38.990735
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:39.305810
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:39.628422
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:39.952633
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:40.267273
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:40.584481
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:40.902798
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:41.214666
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:41.528839
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:41.845468
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:42.169228
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:42.488176
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:42.809171
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:43.124107
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:43.437930
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:43.752932
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:44.079168
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:44.401617
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:44.770322
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:45.081337
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:45.424605
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:45.771813
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:46.092723
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:46.421050
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:46.747364
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:47.088938
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:47.509499
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:47.865723
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:48.197294
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:48.510825
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:48.824693
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:49.137636
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:49.472191
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:49.789579
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:50.114285
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:50.426257
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:50.747223
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:51.072176
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:51.394634
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:51.696333
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:51.999036
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:52.355633
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:52.692834
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:53.005856
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:53.314584
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:53.625996
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:53.943382
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:54.266551
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:54.582574
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:54.891344
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:55.211509
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:55.523868
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:55.844379
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:56.169321
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:56.485810
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:56.853510
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:57.165989
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:57.489644
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:57.800468
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:58.132215
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:58.448243
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:58.766991
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:59.074270
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:59.402318
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:04:59.718814
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:00.040255
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:00.356702
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:00.660234
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:00.964477
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:01.277009
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:01.591767
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:01.913899
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:02.226039
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:02.543861
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:02.945570
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:03.300345
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:03.623994
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:03.940432
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:04.256005
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:04.580071
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:04.950316
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:05:05.278268
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:24.116929
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:24.413598
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:24.730350
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:25.053407
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:25.379978
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:25.695204
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:26.036516
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:26.368596
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:26.704445
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:13:27.017677
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:15.461032
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:15.749392
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:16.067702
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:16.384310
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:16.696787
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:17.012390
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:17.333701
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:17.655559
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:17.970794
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:14:18.290178
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:28.342596
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:28.631643
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:28.943101
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:29.262755
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:29.585206
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:29.899028
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:30.207670
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:30.521176
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:30.833117
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:16:31.153600
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:24.639677
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:24.939526
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:25.249277
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:25.562949
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:25.883422
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:26.197107
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:26.511093
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:26.833111
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:27.140767
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:17:27.447260
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:01.481471
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:01.771835
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:02.104302
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:02.416139
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:02.775494
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:03.222644
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:03.605264
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:03.930874
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:04.269541
INFO:root:10 | Success | http://127.0.0.1:8000/admin/ | 2022-02-23 19:18:04.567951
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-23 20:24:04.302521
INFO:root:10 | Success | http://www.gazeta.pl | 2022-02-25 16:24:16.021108
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 10:04:54.701358
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 11:04:57.983565
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 11:05:14.745884
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 11:19:06.656535
INFO:root:10 | Success | https://gazeta.pl | 2022-02-28 11:20:16.221443
INFO:root:10 | Success | https://gazeta.pl | 2022-02-28 11:23:49.340778
INFO:root:10 | Success | https://gazeta.pl | 2022-02-28 11:25:16.319764
INFO:root:10 | Success | https://wp.pl | 2022-02-28 11:25:51.084008
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 11:26:38.060355
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 11:28:14.999127
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:04:21.920841
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:12:08.406131
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:13:12.608156
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:13:42.078693
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:26:19.969416
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:28:08.152298
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:28:30.120657
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:28:54.446893
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:29:09.889875
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:29:33.348639
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:35:56.833547
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:36:31.602944
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:37:26.250660
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:39:44.102990
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:41:00.402029
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:41:28.359165
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:54:30.122249
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:54:58.629139
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:56:16.024822
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:57:06.186551
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:57:19.481107
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:57:33.057136
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:58:18.445148
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 12:58:34.113558
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 13:07:05.499104
INFO:root:10 | Success | https://bbc.co.uk | 2022-02-28 14:46:22.812941
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-02-28 15:11:25.329790
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-03-02 09:40:31.576930
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-03-02 09:47:47.622598
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 09:49:29.984342
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:11:42.036660
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:12:34.664406
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:14:32.589812
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:15:23.005559
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:18:10.600139
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:18:15.527627
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:19:14.153494
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:19:20.309272
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:21:08.759618
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:21:50.281198
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:21:56.489234
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:22:12.322230
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:22:38.358398
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:23:17.478196
INFO:root:10 | Success | http://www.wp.pl | 2022-03-02 10:23:30.401816
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:24:37.516835
INFO:root:10 | Success | https://bbc.co.uk | 2022-03-02 10:25:04.184905
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:25:10.286850
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-03-02 10:32:55.768035
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-03-02 10:34:05.276846
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-03-02 10:35:26.890785
ERROR:root:Error 02: URL is not valid -- example: http://bbc.co.uk | 2022-03-02 10:36:20.184022
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.626925
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627132
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627250
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627351
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627437
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627516
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627594
INFO:root:02 | URL is not valid -- example: http://bbc.co.uk | None | 2022-03-02 10:38:11.627674
